# name, ra, dec, redshift, major axis, axis ratio, position angle, frequency, refcode 
IC 1167, 240.97029, 14.94643, 0.036125, 3.85, 0.73, 113.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J160354.19+173242.7, 240.97579, 17.54519, 0.051722, -99.99, -99.99, -99.99, -99.99, -- 
WISEA J160354.55+170435.2, 240.9773, 17.07647, 0.034784, -99.99, -99.99, -99.99, -99.99, -- 
IC 1168, 240.98206, 14.90245, 0.035628, 21.6, 0.84, 45.0, 138000000000000.0,  20032MASX.C.......:  
2MASS J16035630+1706393, 240.98459, 17.11094, 0.034651, 1.28, 0.39, 41.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160356.66+171818.6, 240.98612, 17.30518, 0.033517, 1.9, 0.77, 19.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160401.42+170820.7, 241.00596, 17.13909, 0.099322, 3.51, 0.25, 17.0, 477000000000000.0,  2007SDSS6.C...0000:  
CGCG 108-093, 241.0115, 17.28236, 0.0332, 3.57, 0.67, 43.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160407.14+171410.7, 241.02979, 17.23631, 0.031146, 6.23, 0.9, 128.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160407.58+171225.2, 241.03161, 17.20701, 0.035008, 1.7, 0.42, 162.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160408.21+173051.1, 241.03421, 17.51421, 0.036849, 1.01, 0.71, 57.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1169, 241.05595, 13.74403, 0.011234, 3.99, 0.81, 13.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160418.19+171627.5, 241.07581, 17.27433, 0.034584, -99.99, -99.99, -99.99, -99.99, -- 
WISEA J160420.34+172611.5, 241.08476, 17.43653, 0.035981, 6.73, 0.21, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6040B, 241.11046, 17.74199, 0.040894, 0.99, 0.93, 121.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6040, 241.11096, 17.74513, 0.0412, 108.0, 0.44, nan, 740000000000000.0,  1973UGC...C...0000N  
NGC 6040A, 241.11144, 17.75027, 0.041062, 8.79, 0.37, 52.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6033, 241.1166, -2.1209, 0.030364, 64.8, 0.78, 105.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J160428.44+171319.8, 241.11853, 17.22219, 0.034605, 3.39, 0.38, 69.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6037, 241.12461, 3.81514, 0.019244, 5.58, 0.52, 65.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160430.43+172809.3, 241.12681, 17.46927, 0.039608, 5.96, 0.52, 15.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6036, 241.12811, 3.86847, 0.018544, 4.66, 0.62, 148.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1170, 241.13203, 17.72144, 0.032169, 1.07, 0.77, 87.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160434.79+172637.4, 241.14498, 17.44374, 0.032329, 1.41, 0.26, 155.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6041B, 241.14575, 17.71754, 0.037812, 2.84, 0.67, 59.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6041, 241.147, 17.71925, 0.034951, 77.3, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6041A, 241.14923, 17.72164, 0.035088, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6039, 241.16491, 17.70084, 0.035613, 5.39, 0.78, 51.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6051, 241.2362, 23.93254, 0.031404, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6044, 241.24868, 17.87038, 0.033167, 3.66, 0.94, 120.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6043B, 241.25278, 17.77359, 0.030981, 1.65, 0.39, 27.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6043, 241.255, 17.77389, 0.032856, 14.1, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6043A, 241.25572, 17.77568, 0.033001, 2.93, 0.72, 67.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 4588, 241.26771, 23.91713, 0.053096, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6045, 241.28299, 17.75775, 0.033384, 5.95, 0.33, 80.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6047, 241.28747, 17.72987, 0.031262, 5.52, 0.86, 100.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6045B, 241.29292, 17.7586, 0.03115, 0.49, 0.42, 164.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1173, 241.30244, 17.42289, 0.034803, 7.24, 0.53, 51.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6052 NED01, 241.30364, 20.54243, 0.015625, 6.03, 0.82, 34.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6052, 241.30412, 20.54236, 0.015808, 21.3, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6052 NED02, 241.30513, 20.54242, 0.015147, -99.99, -99.99, -99.99, -99.99, -- 
IC 1177, 241.33247, 18.31535, 0.038626, 2.27, 0.66, 174.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6050B, 241.34258, 17.75418, 0.036812, 5.99, 0.81, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6050, 241.34745, 17.75718, 0.03193, 8.55, 0.65, 122.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1174, 241.36182, 15.02536, 0.015658, 5.93, 0.76, 56.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6056, 241.38037, 17.96367, 0.039349, 6.14, 0.52, 62.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6055, 241.3857, 18.15957, 0.037747, 3.73, 0.71, 48.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1178, 241.38805, 17.60142, 0.034151, 2.47, 0.87, 97.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1181, 241.39111, 17.59367, 0.033984, 2.43, 0.62, 69.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1182, 241.40334, 17.80209, 0.03421, 4.34, 0.76, 70.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J160537.77+174805.6, 241.40744, 17.80156, 0.033448, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6054, 241.40898, 17.76788, 0.034097, 3.43, 0.75, 66.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160539.22+174806.2, 241.41343, 17.80175, 0.033266, 0.06, 1.0, 158.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6053, 241.41523, 18.16434, 0.03537, 3.55, 0.88, 129.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J160541.84+174758.8, 241.42436, 17.79968, 0.033977, -99.99, -99.99, -99.99, -99.99, -- 
IC 1182E, 241.42666, 17.7999, 0.033657, 0.95, 0.83, 18.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J160542.49+174811.4, 241.42706, 17.80318, 0.0333, 1.4, 0.68, 61.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1186, 241.43425, 17.36211, 0.034807, 20.8, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 1185, 241.43621, 17.71706, 0.034861, 2.36, 0.78, 11.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6060, 241.46661, 21.48496, 0.014817, 105.6, 0.4, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 1190, 241.46846, 18.22053, 0.035793, 38.4, 0.44, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 1188A, 241.53043, 17.46081, 0.035688, 3.9, 0.62, 2.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1188B, 241.53437, 17.46165, 0.036729, 1.32, 0.39, 48.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1189, 241.5618, 18.18288, 0.0394, 2.88, 0.68, 171.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6061, 241.56678, 18.24995, 0.036899, 4.6, 0.82, 95.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6062B, 241.57917, 19.7633, 0.03879, 4.27, 0.87, 141.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6062, 241.59513, 19.77799, 0.039114, 9.46, 0.65, 30.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1191, 241.61978, 18.26789, 0.0388, -99.99, -99.99, -99.99, -99.99, -- 
IC 1191 NED01, 241.62076, 18.26798, 0.038822, 24.8, 0.38, 165.0, 138000000000000.0,  20032MASX.C.......:  
IC 1191 NED02, 241.62378, 18.2679, 0.039522, 1.19, 0.39, 160.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1193, 241.63418, 17.71386, 0.040346, 3.69, 0.56, 3.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1192, 241.638, 17.77586, 0.037936, 19.9, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 1194A, 241.66097, 17.78329, 0.036781, 3.52, 0.79, 17.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1194, 241.66392, 17.76117, 0.039028, 2.86, 0.89, 13.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1195, 241.67038, 17.19178, 0.039901, 14.1, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 6063, 241.80416, 7.97914, 0.0095, 17.8, 0.52, 155.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6065, 241.84568, 13.88795, 0.03373, 3.7, 0.83, 169.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6066, 241.89729, 13.94373, 0.034324, 5.63, 0.73, 114.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6069, 241.92351, 38.93076, 0.038435, 4.53, 0.73, 149.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1196, 241.99316, 10.77969, 0.016314, 38.2, 0.56, 0.0, 138000000000000.0,  20032MASX.C.......:  
IC 1197, 242.07194, 7.53851, 0.00457, 23.51, 0.71, 56.0, 477000000000000.0,  2006SDSS5.C...0000:  
IC 4590, 242.08815, 28.47874, 0.050201, 3.57, 0.77, 166.0, 477000000000000.0,  2006SDSS5.C...0000:  
IC 1198, 242.15157, 12.33102, 0.033837, 5.68, 0.5, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6070, 242.49442, 0.70929, 0.006685, 139.4, 0.52, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6070B NED01, 242.53674, 0.76974, 0.04192, 1.83, 0.86, 135.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 6070B NED02, 242.53781, 0.76526, 0.042766, 26.4, 0.72, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6073, 242.54529, 16.69965, 0.015454, 11.31, 0.49, 122.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6070C NED02, 242.55033, 0.78373, 0.043298, 2.45, 0.96, 131.0, 477000000000000.0,  2004SDSS2.C...0000:  
IC 1199, 242.64313, 10.04045, 0.015781, 12.12, 0.45, 161.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6076 NED01, 242.80445, 26.87201, 0.033403, 50.0, 0.4, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6076 NED02, 242.80728, 26.87329, 0.032796, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6077, 242.80875, 26.92336, 0.03193, 4.48, 0.82, 44.0, 477000000000000.0,  2004SDSS3.C...0000:  
NGC 6074 NED02, 242.82174, 14.25873, 0.032881, 3.55, 0.88, 4.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6075, 242.8441, 23.96501, 0.032069, 4.5, 0.76, 90.0, 477000000000000.0,  2006SDSS5.C...0000:  
NGC 6078, 243.02268, 14.20877, 0.031282, 5.42, 0.96, 157.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6085, 243.14676, 29.36514, 0.034099, 6.69, 0.78, 141.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6086, 243.14811, 29.4848, 0.031309, 7.07, 0.67, 2.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6089 NED01, 243.16728, 33.03492, 0.032025, 5.68, 0.76, 8.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6089, 243.16887, 33.03631, 0.032046, 15.0, 1.0, nan, 740000000000000.0,  1964MCG2..C...0000V  
NGC 6089 NED02, 243.17219, 33.03763, 0.031509, 6.54, 0.66, 46.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6081, 243.23686, 9.86704, 0.017045, 4.79, 0.63, 129.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6080 NED01, 243.24441, 2.17735, 0.025237, 12.0, 0.58, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6080 NED02, 243.24794, 2.18119, 0.024854, 39.2, 0.38, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6083, 243.30277, 14.18541, 0.031088, 18.0, 0.6, nan, 740000000000000.0,  1963MCG3..C...0000V  
IC 1205, 243.56633, 9.53716, 0.010807, 5.03, 0.93, 151.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6084, 243.5697, 17.75745, 0.030288, 5.8, 0.61, 26.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6097, 243.60905, 35.10918, 0.033239, 3.86, 0.58, 158.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6096, 243.69457, 26.5589, 0.032806, 3.84, 0.68, 130.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1206, 243.80442, 11.2974, 0.033773, 5.88, 0.63, 178.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6098, 243.89249, 19.46195, 0.031546, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6099, 243.8982, 19.45342, 0.03043, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6102, 243.90387, 28.15867, 0.025101, 7.21, 0.73, 66.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6103, 243.93595, 31.96396, 0.031547, 8.11, 0.7, 75.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1208, 243.94959, 36.52734, 0.032186, 3.19, 0.49, 95.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 4596, 244.01481, -22.62541, 0.025251, 74.2, 0.32, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6104, 244.12803, 35.70812, 0.027894, 9.21, 0.73, 80.0, 477000000000000.0,  2007SDSS6.C...0000:  
CGCG 196-022, 244.20796, 35.70197, 0.026859, 3.5, 0.75, 92.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6100, 244.21827, 0.84131, 0.016191, 35.0, 0.62, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6105, 244.28881, 34.87889, 0.029277, 39.0, 0.62, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6107, 244.33454, 34.90144, 0.030658, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6108, 244.35681, 35.13578, 0.031023, 7.26, 0.54, 129.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 4597, 244.41544, -34.36598, 0.014487, 80.8, 0.94, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6109, 244.41893, 35.00427, 0.029815, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6110, 244.43322, 35.08706, 0.030525, 3.66, 0.63, 103.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6112, 244.50235, 35.11029, 0.031343, 5.33, 0.91, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 4598, 244.5554, -31.4425, 0.012262, 45.6, 0.6, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6114, 244.59863, 35.17414, 0.029358, 5.85, 0.73, 114.0, 477000000000000.0,  2004SDSS3.C...0000:  
IC 1209, 244.66506, 15.55834, 0.029723, 43.0, 0.84, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6106, 244.69655, 7.41092, 0.004833, 0.29, 0.89, 141.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6116, 244.7275, 35.15392, 0.029733, 8.93, 0.57, 8.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6113, 244.79399, 14.13363, 0.029819, 7.02, 0.51, 152.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6117, 244.82564, 37.09521, 0.028577, 10.41, 0.94, 92.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6117B, 244.84018, 37.06908, 0.028846, 4.97, 0.61, 114.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6119, 244.92494, 37.80631, 0.030685, 4.73, 0.77, 66.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6120, 244.95034, 37.77448, 0.030634, 31.2, 0.84, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6122, 245.03986, 37.79825, 0.033468, 4.09, 0.41, 156.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 4595, 245.18389, -70.14283, 0.011406, 147.2, 0.18, 63.0, 138000000000000.0,  2003AJ....125..525J  
NGC 6126, 245.36642, 36.37662, 0.032553, 5.67, 0.88, 21.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6129, 245.4303, 37.99607, 0.033063, 5.64, 0.83, 125.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6118, 245.45256, -2.28349, 0.005247, 199.4, 0.46, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6131, 245.46786, 38.93241, 0.016871, 11.45, 0.83, 158.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6131B, 245.50117, 38.91494, 0.01729, 5.32, 0.55, 45.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6172, 245.54291, -1.51482, 0.016708, 45.2, 0.9, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 6137B, 245.74872, 37.9491, 0.031952, 5.52, 0.87, 86.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 6137, 245.763, 37.92236, 0.031031, -99.99, -99.99, -99.99, -99.99, -- 
NGC 6142, 245.83779, 37.25846, 0.033843, 11.59, 0.44, 166.0, 477000000000000.0,  2007SDSS6.C...0000:  
