

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-01-24T13:46:59PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
11255|IC 5269|344.43190 | -36.02623 |G|  1967| 0.006561 |SUN |13.19|  0.000|97|5|56|17|16|17|1
11256|NGC 7417|344.45640 | -65.03855 |G|  3196| 0.010661 |SUN |13.17|  0.000|30|4|41|12|8|17|0
11257|NGC 7433|344.46547 |  26.16217 |G|  7588| 0.025311 |SUN |15.6 |  0.000|24|1|36|10|6|3|0
11258|NGC 7435|344.47708 |  26.13886 |G|  7388| 0.024644 |SUN |15.14|  0.000|31|2|22|8|6|5|0
11259|IC 5270|344.47890 | -35.85815 |G|  1983| 0.006616 |S1L |12.99|  0.000|119|4|64|24|27|18|0
11260|NGC 7436A|344.48420 |  26.14993 |G|  7599| 0.025347 |UUN |15   |  0.000|19|0|22|6|1|1|0
11261|NGC 7436|344.48708 |  26.15000 |GPair|  7219| 0.024079 |SLS |14.0 |  0.000|46|3|6|11|11|0|0
11262|NGC 7436B|344.48974 |  26.14998 |G|  7375| 0.024600 |SUN |14.0 |  0.000|57|1|30|17|14|6|0
11263|IC 5271|344.50778 | -33.74226 |G|  1718| 0.005729 |S1L |12.90|  0.000|96|5|85|26|20|19|1
11264|NGC 7432|344.50814 |  13.13449 |G|  7551| 0.025188 |SLS |14.3g|  0.000|56|1|86|23|17|13|0
11265|NGC 7439|344.54142 |  29.22842 |G|  9417| 0.031412 |SUN |14.97|  0.000|24|1|35|11|5|7|0
11266|NGC 7437|344.54196 |  14.30846 |G|  2116| 0.007058 |SUN |14.3g|  0.000|77|0|84|23|19|15|0
11267|IC 5263|344.55638 | -69.05201 |G|  3941| 0.013146 |SUN |14.20|  0.000|23|1|44|12|5|16|0
11268|IC 5266|344.58707 | -65.12945 |G|  3191| 0.010643 |S1L |14.63|  0.000|33|2|47|15|9|16|0
11269|NGC 7434|344.58938 |  -1.18394 |G|  7980| 0.026620 |SLS |15.0g|  0.000|27|0|71|13|9|11|0
11270|IC 5274|344.61520 |  18.91878 |G|  9974| 0.033270 |SUN |14.77|  0.000|20|1|33|8|6|5|0
11271|NGC 7440|344.63559 |  35.80235 |G|  5644| 0.018826 |UUN |14.40|  0.000|66|3|48|17|17|8|0
11272|IC 1461|344.64292 |  15.17276 |G|  9247| 0.030843 |SLS |14.7g|  0.000|76|2|82|27|25|12|0
11273|IC 5276|344.66570 |  18.81998 |G|  9875| 0.032939 |SUN |15.2 |  0.000|16|0|33|7|4|2|0
11274|NGC 7445|344.84364 |  39.10764 |G|  5104| 0.017025 |SLS |15.6 |  0.000|14|0|28|7|4|3|0
11275|NGC 7442|344.86063 |  15.54841 |G|  7268| 0.024243 |S1L |13.95|  0.000|47|2|48|19|17|7|0
11276|IC 5273|344.86124 | -37.70285 |G|  1293| 0.004312 |S1L |12.22|  0.000|154|8|69|23|22|19|1
11277|NGC 7446|344.87096 |  39.08295 |G|  5392| 0.017986 |SLS |15.7 |  0.000|13|0|28|7|4|2|0
11278|IC 5272|344.88047 | -65.19348 |G|  3383| 0.011284 |SUN |14.79|  0.000|17|1|27|11|5|14|0
11279|NGC 7449|344.90693 |  39.14586 |G|  5090| 0.016978 |SUN |14.97|  0.000|23|1|29|10|6|7|0
11280|NGC 7448|345.01485 |  15.98041 |G|  2194| 0.007318 |SUN |12.20|  0.000|285|6|117|32|31|8|0
11281|NGC 7443|345.03697 | -12.80785 |G|  3508| 0.011701 |SUN |12.57|  0.000|37|2|36|10|7|5|0
11282|NGC 7444|345.03736 | -12.83428 |G|  3146| 0.010494 |SLS |13.85|  0.000|34|2|36|13|8|5|0
11283|IC 5278|345.06602 |  -8.17886 |G|  3419| 0.011405 |UUN |15.5 |  0.000|18|0|50|11|4|10|0
11284|NGC 7451|345.17005 |   8.46780 |G|  6681| 0.022285 |S1L |14.82|  0.000|70|0|53|21|18|6|0
11285|NGC 7455|345.17074 |   7.30305 |G|  7506| 0.025037 |S1L |15.2 |  0.000|39|0|43|15|14|2|0
11286|NGC 7452|345.19794 |   6.74554 |G| 12380| 0.041294 |PUN |16.52|  0.000|3|0|35|6|1|2|0
11287|NGC 7450|345.19924 | -12.91848 |G|  3183| 0.010617 |S1L |14.00|  0.000|162|1|47|21|21|6|0
11288|IC 5269C|345.19984 | -35.37099 |G|  1783| 0.005949 |S1L |14.17|  0.000|53|2|50|19|16|18|0
11289|NGC 7459 NED01|345.24846 |   6.74937 |G| 12040| 0.040161 |SUN |9.93K|  0.000|7|0|27|6|1|2|0
11290|NGC 7459|345.24958 |   6.75000 |GPair| 12040| 0.040161 |SUN |16.0 |  0.000|7|1|0|3|1|2|0
11291|NGC 7457|345.24963 |  30.14496 |G|   844| 0.002815 |UUN |12.09|  0.000|418|16|124|41|31|7|0
11292|NGC 7454|345.27709 |  16.38851 |G|  2020| 0.006738 |UUN |12.78|  0.000|157|4|54|21|17|9|0
11293|NGC 7458|345.36927 |   1.75352 |G|  5039| 0.016808 |UUN |13.59|  0.000|52|1|47|14|11|8|0
11294|NGC 7460|345.42873 |   2.26377 |G|  3185| 0.010624 |S1L |13.61|  0.000|79|1|49|21|20|7|0
11295|NGC 7461|345.45142 |  15.58256 |G|  4231| 0.014113 |SUN |14.32|  0.000|67|2|32|14|17|7|0
11296|NGC 7463|345.46649 |  15.98188 |G|  2345| 0.007822 |S1L |13.8 |  0.000|127|7|45|28|28|8|1
11297|NGC 7464|345.47372 |  15.97371 |G|  1864| 0.006218 |S1L |14.27|  0.000|86|8|63|20|15|6|0
11298|IC 5277|345.49704 | -65.19792 |G|  9820| 0.032756 |SLS |15.30|  0.000|11|1|42|9|3|14|0
11299|NGC 7465|345.50400 |  15.96477 |G|  1979| 0.006601 |SLS |13.31|  0.000|322|14|190|52|62|12|0
11300|NGC 7466|345.51447 |  27.05263 |G|  7508| 0.025044 |UUN |14.35|  0.000|117|0|51|29|29|7|0
11301|NGC 7456|345.54318 | -39.56939 |G|  1199| 0.003999 |UUN |12.78|  0.000|123|5|70|21|15|18|0
11302|NGC 7467|345.61452 |  15.55407 |G| 11424| 0.038106 |SLS |15.6 |  0.000|16|0|28|7|5|3|0
11303|NGC 7462|345.69359 | -40.83550 |G|  1064| 0.003549 |UUN |12.53|  0.000|103|5|62|25|18|18|0
11304|IC 5282|345.70097 |  21.87453 |G|  5926| 0.019767 |S1L |14.91|  0.000|46|0|38|13|13|6|1
11305|NGC 7468|345.74693 |  16.60510 |G|  2088| 0.006965 |UUN |14.16|  0.000|186|11|110|28|30|6|0
11306|IC 5279|345.76083 | -69.20974 |G|  3901| 0.013012 |SUN |14.27|  0.000|25|2|41|11|9|16|0
11307|IC 1464B|345.79587 |  -8.98909 |G|  7235| 0.024133 |SUN |15.5 |  0.000|28|1|44|9|9|7|1
11308|IC 1464A|345.80030 |  -8.99285 |G|  7316| 0.024404 |SLS |16.8g|  0.000|13|1|54|7|5|10|1
11309|NGC 7469|345.81506 |   8.87392 |G|  4877| 0.016268 |S1L |13.0 |  0.000|1720|42|575|145|197|8|0
11310|IC 5283|345.82479 |   8.89367 |G|  4804| 0.016024 |SUN |14.8 |  0.000|105|2|52|19|18|5|0
11311|IC 1466|345.91275 |  -2.77548 |G|  9676| 0.032276 |SLS |14.3 |  0.000|17|0|36|10|6|2|0
11312|IC 5280|345.95901 | -65.20778 |G|  8354| 0.027866 |SLS |15.01|  0.000|11|2|41|10|3|16|1
11313|NGC 7473|345.98793 |  30.16017 |G|  6958| 0.023209 |SUN |14.66|  0.000|28|1|40|14|8|7|0
11314|NGC 7474|346.01846 |  20.06723 |G| 10176| 0.033943 |SUN |14.5 |  0.000|17|0|31|9|6|4|0
11315|NGC 7475 NED01|346.04273 |  20.07950 |G| 11182| 0.037299 |SUN |14.5 |  0.000|16|1|32|10|7|4|1
11316|NGC 7475|346.04542 |  20.08114 |GPair| 11182| 0.037299 |SUN |15.1 |  0.000|8|1|2|2|1|1|1
11317|NGC 7475 NED02|346.04846 |  20.08497 |G| 10862| 0.036232 |SUN |15   |  0.000|7|0|18|5|2|2|1
11318|NGC 7477|346.16955 |   3.11868 |G|  9560| 0.031890 |PUN |     |  0.000|2|0|27|4|1|2|0
11319|IC 1467|346.20724 |  -3.23005 |G|  4058| 0.013536 |S1L |14.72|  0.000|21|0|34|9|9|3|0
11320|NGC 7478|346.23590 |   2.57787 |G| 14038| 0.046825 |PUN |16  :|  0.000|9|0|33|7|1|2|0
11321|NGC 7479|346.23597 |  12.32296 |G|  2376| 0.007925 |SUN |11.60|  0.000|717|23|207|72|80|13|0
11322|NGC 7480B|346.25728 |   2.54067 |G| 14116| 0.047086 |PUN |16.5:|  0.000|5|0|27|5|1|2|0
11323|IC 1468|346.28150 |  -3.20442 |G|  9613| 0.032066 |SUN |15.25|  0.000|41|0|28|11|5|6|0
11324|NGC 7476|346.29960 | -43.09942 |G|  2902| 0.009680 |SLS |13.55|  0.000|42|2|53|16|11|18|0
11325|NGC 7480|346.30681 |   2.54952 |G|  4823| 0.016088 |SUN |14.93|  0.000|31|1|42|11|8|7|0
11326|NGC 7470|346.30845 | -50.11166 |G|  3686| 0.012295 |SUN |14.76|  0.000|18|2|35|10|4|5|0
11327|NGC 7472|346.41083 |   3.05918 |G|  4982| 0.016618 |SUN |14.62|  0.000|24|1|29|10|5|5|0
11328|NGC 7483|346.45114 |   3.54502 |G|  4941| 0.016481 |S1L |13.94|  0.000|70|0|51|20|18|7|0
11329|NGC 7485|346.52024 |  34.10767 |G|  5732| 0.019120 |SLS |14.14|  0.000|48|1|42|19|16|6|0
11330|IC 1469|346.61945 | -13.53651 |G| 19817| 0.066102 |SLS |11.2K|  0.000|8|0|27|6|6|2|1
11331|IC 5284|346.69283 |  19.12207 |G|  3896| 0.012996 |S1L |14.84|  0.000|31|0|40|14|11|7|0
11332|NGC 7487|346.71052 |  28.17910 |G|  9535| 0.031805 |SUN |14.8 |  0.000|22|1|32|11|4|4|0
11333|IC 5285|346.74560 |  22.93649 |G|  6154| 0.020528 |S1L |13.6 |  0.000|62|3|61|21|19|8|0
11334|NGC 7484|346.77041 | -36.27522 |G|  2728| 0.009100 |SUN |12.78|  0.000|51|2|41|11|13|18|2
11335|NGC 7490|346.85483 |  32.37502 |G|  6211| 0.020718 |S1L |13.0B|  0.000|57|0|43|18|15|9|0
11336|NGC 2573B|346.88089 | -89.11656 |G|  2558| 0.008533 |SUN |15.26|  0.000|20|4|45|11|3|16|0
11337|NGC 7489|346.88603 |  22.99823 |G|  6241| 0.020818 |S1L |13.96|  0.000|97|1|52|29|27|7|0
11338|NGC 7488|346.95392 |   0.94053 |G| 12547| 0.041852 |SLS |14.6g|  0.000|54|1|75|26|19|13|0
11339|NGC 7491|347.02487 |  -5.96656 |G|  6222| 0.020754 |S1L |14.38|  0.000|31|0|33|10|11|3|0
11340|NGC 7492|347.11179 | -15.61130 |*Cl|  -177|-0.000592 |UUN |     |  0.000|17|2|13|8|1|0|0
11341|IC 1471|347.18676 | -12.63948 |G|  9829| 0.032786 |SUN |14.57|  0.000|24|0|34|11|11|4|0
11342|NGC 7495A|347.21439 |  11.99330 |G| 12009| 0.040058 |SUN |16.92|  0.000|7|0|31|6|2|2|0
11343|NGC 7495|347.23831 |  12.04805 |G|  4884| 0.016291 |S1L |13.7B|  0.000|109|2|58|22|18|10|0
11344|NGC 7494|347.24403 | -24.36966 |G|  7997| 0.026675 |SLS |15.5 |  0.000|12|2|32|9|5|5|0
11345|NGC 7497|347.26427 |  18.17756 |G|  1708| 0.005697 |SUN |12.96|  0.000|108|2|69|26|19|8|1
11346|IC 1472|347.27795 |  17.25922 |G|  7666| 0.025571 |SUN |15.5 |  0.000|21|0|37|12|7|4|0
11347|IC 5287|347.33445 |   0.75653 |G|  9713| 0.032399 |SUN |14.7g|  0.000|105|0|98|37|29|19|0
11348|NGC 7496|347.44704 | -43.42787 |G|  1649| 0.005500 |S1L |11.91|  0.000|311|15|154|38|27|19|1
11349|IC 5286|347.48189 | -68.25317 |G|  8715| 0.029070 |SLS |16.19|  0.000|6|0|37|7|2|14|0
11350|NGC 7498|347.48414 | -24.42510 |G|  7966| 0.026572 |SLS |14.80|  0.000|19|2|32|12|6|4|0
11351|NGC 7499|347.59322 |   7.58068 |G| 11737| 0.039150 |SUN |13.0V|  0.000|68|4|42|21|18|8|0
11352|NGC 7500|347.62421 |  11.01232 |G| 10618| 0.035418 |SUN |14.26|  0.000|24|0|35|12|7|6|0
11353|NGC 7501|347.62670 |   7.58904 |G| 12790| 0.042663 |SUN |13.4V|  0.000|46|2|35|16|11|7|1
11354|NGC 7503|347.67610 |   7.56774 |G| 13218| 0.044089 |SLS |13.5V|  0.000|110|2|65|30|24|7|0
11355|NGC 7505|347.75273 |  13.63154 |G|  6824| 0.022764 |SLS |15.0g|  0.000|28|0|75|14|10|10|0
11356|IC 1473|347.77256 |  29.64342 |G|   840| 0.002802 |SUN |13.86|  0.000|40|1|23|17|12|7|0
11357|IC 5289|347.82066 | -32.45280 |GPair| 11327| 0.037783 |SUN |16.13|  0.000|18|2|11|6|2|12|0
11358|IC 5289 NED02|347.82217 | -32.45191 |G| 11223| 0.037436 |SLS |14.9b|  0.000|11|0|28|10|7|4|0
11359|NGC 7506|347.92071 |  -2.16002 |G|  3879| 0.012939 |S1L |13.88|  0.000|42|0|36|12|9|7|0
11360|IC 5288|347.93433 | -68.09401 |G|  8766| 0.029240 |SUN |14.74|  0.000|21|2|44|11|5|16|0
11361|NGC 7508|347.95488 |  12.94060 |G| 12005| 0.040044 |S1L |15.7 |  0.000|24|0|42|11|7|7|0
11362|NGC 7507|348.03157 | -28.53954 |G|  1546| 0.005157 |SUN |12.23|  0.000|193|9|90|26|23|17|0
11363|NGC 7512|348.08714 |  31.12563 |G|  7056| 0.023536 |SUN |13.64|  0.000|34|1|38|17|13|6|0
11364|NGC 7509|348.08923 |  14.60937 |G|  4863| 0.016220 |SLS |14.1g|  0.000|54|0|67|19|19|12|0
11365|NGC 7496A|348.09704 | -43.77802 |G|  1604| 0.005350 |S1L |14.56|  0.000|24|4|32|10|2|14|0
11366|NGC 2573A|348.09791 | -89.12618 |G|  2473| 0.008249 |SUN |14.83|  0.000|18|4|33|9|3|16|0
11367|NGC 7514|348.10775 |  34.88144 |G|  4843| 0.016155 |SUN |13.54|  0.000|56|2|56|14|11|6|0
11368|NGC 7511|348.10960 |  13.72660 |G|  4913| 0.016388 |S1L |14.7g|  0.000|61|0|91|24|19|15|1
11369|NGC 7515|348.20285 |  12.67929 |G|  4475| 0.014927 |SUN |13.16|  0.000|57|0|53|16|12|8|1
11370|IC 1474|348.21345 |   5.80638 |G|  3488| 0.011635 |S1L |14.73|  0.000|100|0|68|22|18|7|0
11371|NGC 7516|348.21608 |  20.24844 |G|  4991| 0.016648 |SUN |14.25|  0.000|25|1|33|11|5|7|0
11372|IC 5290|348.22191 | -23.46933 |G|  6211| 0.020718 |SUN |13.62|  0.000|27|2|35|15|10|7|1
11373|NGC 7519|348.29696 |  10.77209 |G| 10640| 0.035491 |S1L |15.2 |  0.000|35|0|32|14|10|7|0
11374|NGC 7518|348.30310 |   6.32172 |G|  3542| 0.011815 |S1L |14.24|  0.000|130|6|94|26|19|8|0
11375|NGC 7517|348.30761 |  -2.10042 |G|  7260| 0.024217 |SUN |15.40|  0.000|18|0|34|10|3|5|0
11376|NGC 7513|348.30867 | -28.35754 |G|  1564| 0.005217 |SUN |11.3B|  0.000|99|6|55|21|16|19|0
11377|NGC 7523|348.39455 |  13.98680 |G| 11936| 0.039813 |SLS |15.2g|  0.000|50|0|82|27|24|10|0
11378|NGC 7521|348.39716 |  -1.73134 |G|  6941| 0.023153 |SUN |14.86|  0.000|25|1|34|12|6|5|0
11379|IC 5291|348.41493 |   9.24151 |G| 12243| 0.040838 |S1L |15.6 |  0.000|10|0|39|9|3|2|0
11380|NGC 7525 NED01|348.41782 |  14.02439 |G| 11957| 0.039884 |SLS |18.5g|  0.000|9|0|21|4|4|4|0
11381|NGC 7525|348.41818 |  14.02296 |GPair| 12262| 0.040902 |SUN |15.2 |  0.000|25|1|5|4|6|0|1
11382|NGC 7525 NED02|348.41874 |  14.02098 |G| 12262| 0.040902 |SUN |15.2V|  0.000|51|0|60|20|13|6|0
11383|NGC 7527|348.42417 |  24.90230 |G|  7985| 0.026635 |SUN |14.33|  0.000|26|1|37|13|8|6|0
11384|NGC 7524|348.44396 |  -1.73015 |G|  6996| 0.023336 |SUN |15.5 |  0.000|19|0|32|10|5|3|0
11385|IC 5292|348.44618 |  13.68747 |G|  4594| 0.015324 |S1L |14.7g|  0.000|37|0|101|19|19|14|0
11386|NGC 7529|348.51335 |   8.99232 |G|  4540| 0.015144 |S1L |14.61|  0.000|58|0|54|19|12|8|0
11387|NGC 7530|348.54944 |  -2.77915 |G|  3516| 0.011728 |S1L |15   |  0.000|25|0|29|7|7|3|1
11388|NGC 7535|348.55292 |  13.58181 |G|  4639| 0.015474 |S1L |14.24|  0.000|46|1|23|11|8|6|1
11389|NGC 7536|348.55490 |  13.42649 |G|  4703| 0.015688 |S1L |13.9g|  0.000|108|1|89|28|26|12|0
11390|IC 1476|348.56807 |  30.55151 |G|  6983| 0.023293 |SUN |15.6 |  0.000|14|0|28|7|4|3|0
11391|NGC 7528|348.58443 |  10.23147 |G|  8767| 0.029244 |SLS |11.0K|  0.000|11|0|27|6|5|2|0
11392|NGC 7533|348.59200 |  -2.03374 |G|  7794| 0.025998 |SLS |15.7 |  0.000|18|0|33|10|7|2|0
11393|NGC 7532|348.59260 |  -2.72810 |G|  3551| 0.011845 |SUN |14.80|  0.000|55|1|68|15|11|7|0
11394|NGC 7534|348.61118 |  -2.69825 |G|  3560| 0.011875 |SUN |14.74|  0.000|26|1|9|5|5|5|1
11395|NGC 7539|348.62263 |  23.68486 |G|  5916| 0.019732 |SLS |13.53|  0.000|33|1|39|11|7|7|0
11396|NGC 7543|348.64384 |  28.32710 |G|  6900| 0.023016 |S1L |14.03|  0.000|48|1|47|19|15|7|0
11397|NGC 7537|348.64393 |   4.49836 |G|  2678| 0.008933 |UUN |12.6B|  0.000|244|6|71|25|32|8|1
11398|NGC 7540|348.65034 |  15.95036 |G|  7682| 0.025624 |SLS |15.7 |  0.000|12|0|41|8|4|2|0
11399|NGC 7542|348.67349 |  10.64327 |G| 11842| 0.039501 |SLS |15.7 |  0.000|11|0|32|8|5|2|1
11400|NGC 7541|348.68283 |   4.53406 |G|  2692| 0.008980 |S1L |11.3B|  0.000|387|10|87|31|33|8|1
11401|IC 5293|348.68590 |  25.14058 |G|  7818| 0.026078 |SLS |15.6 |  0.000|10|0|32|7|4|2|0
11402|NGC 7531|348.70196 | -43.59981 |G|  1596| 0.005324 |UUN |12.04|  0.000|159|7|69|18|20|19|0
11403|NGC 7544|348.73747 |  -2.19925 |G|  7065| 0.023566 |SLS |16.07|  0.000|17|0|32|9|6|2|0
11404|NGC 7547|348.76438 |  18.97339 |G|  4772| 0.015918 |SUN |14.73|  0.000|70|2|49|17|15|7|0
11405|NGC 7546|348.77345 |  -2.32474 |G|  8369| 0.027916 |S1L |14.5 |  0.000|18|1|38|10|8|6|0
11406|NGC 7548|348.79635 |  25.28196 |G|  7991| 0.026655 |UUN |14.31|  0.000|46|1|40|10|11|7|0
11407|LCRS B231228.8-422403|348.81144 | -42.12803 |G| 16316| 0.054424 |SUN |16.2r|  0.000|3|0|27|7|3|0|0
11408|NGC 7550|348.81700 |  18.96140 |G|  4960| 0.016546 |SLS |13.16|  0.000|139|3|49|28|25|7|0
11409|NGC 7549|348.82197 |  19.04169 |G|  4736| 0.015798 |UUN |13.74|  0.000|140|2|42|31|36|7|0
11410|WISEA J231528.06-424120.2|348.86693 | -42.68897 |G| 20469| 0.068277 |SUN |16.7r|  0.000|1|0|21|4|1|0|0
11411|IC 5295|348.87140 |  25.12042 |G|  8120| 0.027085 |SUN |15.54|  0.000|16|0|35|7|4|2|0
11412|WISEA J231530.94-422914.6|348.87895 | -42.48739 |G| 16445| 0.054855 |SUN |17.67|  0.000|3|0|37|8|3|2|0
11413|NGC 7545|348.88386 | -38.53526 |G|  2102| 0.007012 |SUN |13.82|  0.000|39|2|50|19|11|18|0
11414|NGC 7553|348.88792 |  19.04819 |G|  5173| 0.017255 |SUN |15.68|  0.000|41|0|39|13|9|4|0
11415|NGC 7558|348.90932 |  18.91975 |G|  8807| 0.029377 |SUN |15.88|  0.000|24|0|41|11|8|6|0
11416|NGC 7557|348.91570 |   6.70830 |G|  3692| 0.012315 |SUN |15.15|  0.000|46|0|42|11|10|7|0
11417|NGC 7554|348.92227 |  -2.37861 |G|  8004| 0.026700 |SUN |16.5 |  0.000|8|1|23|7|1|0|1
11418|IC 5296|348.93239 |  25.09450 |G|  8092| 0.026992 |S1L |15.28|  0.000|37|1|43|14|15|7|1
11419|NGC 7556|348.93528 |  -2.38152 |G|  7507| 0.025041 |SUN |13.78|  0.000|44|1|17|13|10|5|1
11420|NGC 7559A|348.94165 |  13.29697 |G|  4538| 0.015137 |SLS |14.7 |  0.000|18|1|21|6|4|8|0
11421|NGC 7559B|348.94405 |  13.29029 |G|  4567| 0.015233 |SLS |13.9g|  0.000|45|0|74|19|12|11|0
11422|NGC 7563|348.98302 |  13.19612 |G|  4297| 0.014333 |SLS |13.5g|  0.000|89|1|85|28|24|15|0
11423|NGC 7562|348.98960 |   6.68755 |G|  3608| 0.012035 |SUN |12.63|  0.000|191|8|77|25|28|7|0
11424|IC 5297|348.99347 |  25.02514 |G|  8138| 0.027145 |SUN |15.7 |  0.000|6|0|22|5|1|0|0
11425|IC 5298|349.00285 |  25.55671 |G|  8221| 0.027422 |UUN |14.94|  0.000|200|3|193|53|34|9|0
11426|NGC 7562A|349.00556 |   6.65250 |G|  3505| 0.011691 |S1L |15.53|  0.000|51|5|45|15|9|5|0
11427|LCRS B231324.5-420742|349.04242 | -41.85522 |G| 27434| 0.091510 |SUN |18.11|  0.000|1|0|23|5|1|0|0
11428|NGC 7567|349.04337 |  15.85038 |G|  4289| 0.014307 |S1L |15.38|  0.000|26|1|43|12|8|6|2
11429|NGC 7552|349.04470 | -42.58469 |G|  1608| 0.005365 |S1L |11.25|  0.000|524|22|262|65|41|19|3
11430|IC 5299|349.07988 |  20.85580 |G| 11488| 0.038320 |SLS |11.2K|  0.000|6|0|27|6|5|2|0
11431|NGC 7568|349.10373 |  24.49702 |G|  8407| 0.028043 |S1L |14.52|  0.000|51|1|49|17|17|5|0
11432|NGC 7573|349.10971 | -22.15427 |G|  7955| 0.026535 |SLS |14.50|  0.000|20|2|32|12|4|7|0
11433|IC 5300|349.14214 |  20.82848 |G| 11396| 0.038013 |SLS |10.8K|  0.000|8|0|27|6|5|2|0
11434|NGC 7566|349.15604 |  -2.33057 |G|  7959| 0.026548 |S1L |14.27|  0.000|32|0|35|12|11|6|0
11435|NGC 7569|349.18554 |   8.90566 |G|  6342| 0.021155 |S1L |14.42|  0.000|43|2|45|16|11|7|0
11436|NGC 7570|349.18618 |  13.48300 |G|  4699| 0.015674 |S1L |13.8g|  0.000|94|2|106|28|22|16|0
11437|WISEA J231647.37-424237.6|349.19739 | -42.71046 |G| 29283| 0.097678 |SLS |16.59|  0.000|7|0|28|5|4|2|0
11438|NGC 7572|349.20981 |  18.48308 |G| 13067| 0.043587 |SLS |13.9V|  0.000|33|0|47|14|11|6|0
11439|LCRS B231405.6-422437|349.21318 | -42.13709 |G| 29940| 0.099869 |SUN |17.88|  0.000|6|0|37|8|5|2|0
11440|LCRS B231416.8-424105|349.25968 | -42.41120 |G| 16087| 0.053660 |SUN |16.99|  0.000|9|0|37|9|7|2|0
11441|WISEA J231703.89-424030.6|349.26623 | -42.67517 |G| 10051| 0.033526 |SUN |17.59|  0.000|1|0|21|4|1|0|0
11442|NGC 7578A|349.29985 |  18.70120 |G| 12105| 0.040378 |SUN |13.5V|  0.000|59|2|45|15|11|5|0
11443|NGC 7596|349.29994 |  -6.91198 |G|  7180| 0.023950 |SUN |15.10|  0.000|22|0|44|12|8|3|0
11444|NGC 7578B|349.30645 |  18.70814 |G| 11777| 0.039283 |SLS |13.3V|  0.000|89|2|76|26|18|8|0
11445|NGC 7578C|349.31326 |  18.71185 |G| 13028| 0.043457 |UUN |16.0V|  0.000|26|0|20|10|6|2|0
11446|NGC 7577|349.32129 |   7.36538 |G| 11962| 0.039901 |PUN |     |  0.000|5|0|34|6|1|2|0
11447|LCRS B231434.1-422948|349.33161 | -42.22354 |G| 16448| 0.054865 |SUN |16.35|  0.000|7|0|37|10|3|2|0
11448|NGC 7575|349.33698 |   5.66071 |G| 10045| 0.033507 |S1L |15.08|  0.000|27|0|40|11|13|5|0
11449|LCRS B231437.2-422330|349.34395 | -42.11841 |G| 16164| 0.053917 |SUN |15.25|  0.000|6|0|36|8|3|2|0
11450|NGC 7576|349.34474 |  -4.72782 |G|  3590| 0.011975 |UUN |14.04|  0.000|63|3|48|13|9|7|0
11451|LCRS B231438.1-421119|349.34711 | -41.91505 |G| 17013| 0.056749 |SUN |16.10|  0.000|5|0|30|8|3|2|0
11452|LCRS B231441.3-424011|349.36173 | -42.39623 |G| 16902| 0.056379 |SUN |17.40|  0.000|6|0|37|8|3|2|0
11453|FAIRALL 1041|349.37590 | -42.78478 |G| 10033| 0.033466 |SLS |16.03|  0.000|20|0|42|12|7|2|0
11454|WISEA J231733.45-425020.9|349.38938 | -42.83916 |G| 29666| 0.098955 |SLS |16.14|  0.000|6|0|36|7|2|2|1
11455|NGC 7580|349.40168 |  14.00121 |G|  4436| 0.014797 |S1L |14.2g|  0.000|100|3|90|24|28|16|0
11456|NGC 7579|349.41191 |   9.43333 |G| 12310| 0.041062 |SUN |15.0B|  0.000|17|1|33|9|8|3|0
11457|LCRS B231453.6-423021|349.41230 | -42.23278 |G| 16637| 0.055495 |SLS |16.90|  0.000|5|0|37|8|4|2|0
11458|WISEA J231739.32-414512.5|349.41386 | -41.75349 |G| 14951| 0.049871 |SUN |     |  0.000|1|0|20|4|1|0|0
11459|LCRS B231454.2-423320|349.41403 | -42.28136 |G|  1609| 0.005367 |SUN |16.22|  0.000|4|0|15|5|2|0|0
11460|LCRS B231503.8-415035|349.45342 | -41.57003 |G| 16791| 0.056009 |SUN |15.91|  0.000|4|0|28|5|2|2|0
11461|LCRS B231506.3-420249|349.46416 | -41.77352 |G| 14735| 0.049151 |SUN |15.51|  0.000|5|0|36|7|3|2|0
11462|NGC 7604|349.46623 |   7.42985 |G|  3749| 0.012505 |S1L |15.50|  0.000|28|0|49|15|7|5|0
11463|NGC 7583|349.46988 |   7.37949 |G| 12257| 0.040886 |SLS |14.70|  0.000|20|0|36|9|9|6|0
11464|NGC 7584|349.47094 |   9.43337 |G| 12910| 0.043063 |SUN |15.28|  0.000|16|2|25|10|5|4|0
11465|NGC 7586|349.48159 |   8.58407 |G|  7991| 0.026655 |SLS |17.23|  0.000|10|0|31|7|6|2|0
11466|NGC 7593|349.48755 |  11.34926 |G|  4109| 0.013706 |S1L |14.30|  0.000|76|1|61|18|14|7|0
11467|ESO 291- G 015|349.48813 | -42.52357 |G|  1618| 0.005397 |SUN |16.09|  0.000|7|1|27|6|1|12|0
11468|LCRS B231512.2-423231|349.48958 | -42.26834 |G| 17067| 0.056929 |SUN |17.36|  0.000|3|0|29|6|2|2|0
11469|NGC 7588|349.49090 |  18.75221 |G| 10889| 0.036322 |SLS |14.9V|  0.000|20|1|33|11|6|4|0
