# name, ra, dec, redshift 
NGC 5239, 204.10915, 7.36967, 0.023462 
IC 4294, 204.13024, -28.78122, 0.046982 
IC 4295, 204.14377, -29.08947, 0.014900 
IC 4298, 204.14477, -26.55379, 0.022419 
IC 4307, 204.15031, 27.24237, 0.035774 
IC 4296, 204.16264, -33.96585, 0.012465 
NGC 5241, 204.16623, -8.40191, 0.021595 
WISEA J133645.80-295912.5, 204.19086, -29.98681, 0.078384 
IC 4299, 204.19822, -34.06583, 0.013459 
6dF J1336537-294915, 204.22396, -29.82044, 0.001638 
2CXO J133658.3-295104, 204.24325, -29.85131, 0.018000 
MESSIER 083, 204.25396, -29.86542, 0.001711 
IC 4303, 204.32570, -28.65785, 0.008022 
NGC 5245, 204.34680, 3.89746, 0.023045 
NGC 5251, 204.35315, 27.41944, 0.036558 
NGC 5246, 204.37237, 4.10444, 0.023058 
PRC C-47, 204.37290, -29.84119, 0.045752 
NGC 5234, 204.37473, -49.83694, 0.012284 
NGC 5248, 204.38343, 8.88525, 0.003839 
ESO 444- G 085, 204.38781, -29.85034, 0.046495 
SDSS J133735.22+085214.8, 204.39675, 8.87078, 0.004169 
WISEA J133736.58+085108.6, 204.40246, 8.85240, 0.004163 
NGC 5249, 204.40626, 15.97219, 0.025874 
NGC 5237, 204.41319, -42.84737, 0.001204 
NGC 5247, 204.51267, -17.88419, 0.004523 
NGC 5252, 204.56651, 4.54258, 0.023093 
IC 4313, 204.58553, 26.75990, 0.030404 
IC 4314, 204.60387, 26.74244, 0.028490 
IC 0903, 204.60861, -0.22761, 0.012392 
UGC 08629, 204.62770, 8.44232, 0.003406 
IC 0904, 204.63421, 0.54020, 0.022376 
NGC 5244, 204.67376, -45.85597, 0.008458 
IC 4309, 204.70864, -29.66276, 0.040388 
IC 4310, 204.73807, -25.84569, 0.008392 
NGC 5259 NED01, 204.84652, 30.99239, 0.061172 
NGC 5259 NED02, 204.85281, 30.99083, 0.060985 
NGC 5254, 204.90803, -11.49384, 0.007725 
NGC 5257, 204.97055, 0.83985, 0.022667 
NGC 5263, 204.98165, 28.40015, 0.016120 
NGC 5253, 204.98315, -31.64010, 0.001358 
NGC 5258, 204.99031, 0.83088, 0.022539 
IC 0905, 205.01219, 23.14301, 0.031685 
IC 4315, 205.01357, -25.47479, 0.017055 
IC 4311, 205.03314, -51.03604, 0.012789 
NGC 5265, 205.03788, 36.86109, 0.019086 
IC 0906, 205.04159, 23.34106, 0.031926 
NGC 5261, 205.06703, 5.07632, 0.023166 
IC 4316 NED01, 205.07633, -28.89283, 0.002398 
IC 4316, 205.07707, -28.89164, 0.001941 
NGC 5260, 205.08286, -23.85800, 0.021688 
IC 4312, 205.12893, -51.07090, 0.013346 
NGC 5266A, 205.15466, -48.34192, 0.009570 
NGC 5267, 205.16654, 38.79416, 0.019735 
IC 0909, 205.21316, 24.47334, 0.027045 
NGC 5266A COM01, 205.26667, -48.39306, 0.008839 
IC 0910, 205.28270, 23.28203, 0.026344 
IC 0908, 205.32876, -4.34422, 0.022355 
IC 0911, 205.35571, 23.24749, 0.031970 
IC 0912, 205.37022, 23.24543, 0.027670 
IC 0913, 205.37364, 23.16699, 0.030694 
NGC 5264, 205.40283, -29.91308, 0.001594 
IC 0914, 205.41932, 23.18916, 0.032359 
NGC 5271, 205.42678, 30.12538, 0.037035 
IC 4317, 205.44063, 27.10637, 0.028781 
NGC 5273, 205.53491, 35.65430, 0.003611 
NGC 5270, 205.54535, 4.26261, 0.023520 
MESSIER 003, 205.54842, 28.37728, 0.001700 
NGC 5276, 205.59171, 35.62401, 0.018107 
NGC 5274, 205.59717, 29.84785, 0.044276 
NGC 5275, 205.59818, 29.82489, 0.041836 
IC 0916, 205.65894, 24.46506, 0.028126 
NGC 5277, 205.66005, 29.95434, 0.039777 
WISEA J134250.94+282635.9, 205.71226, 28.44333, 0.096356 
NGC 5280, 205.73143, 29.86861, 0.036288 
2MASX J13430083+3609564, 205.75330, 36.16565, 0.023660 
NGC 5266, 205.75866, -48.16940, 0.010014 
WISEA J134308.76+282315.6, 205.78650, 28.38768, 0.075766 
IC 4318, 205.84450, -28.96800, 0.029767 
NGC 5282, 205.85367, 30.06952, 0.040401 
IC 4319, 205.86085, -29.80333, 0.015521 
IC 0915, 205.86396, -17.33262, 0.030708 
IC 4322, 205.93277, 25.39100, 0.027141 
IC 4320, 206.01550, -27.23166, 0.022699 
NGC 5285, 206.10747, 2.10991, 0.072123 
IC 4321, 206.13024, -30.13960, 0.016215 
NGC 5287, 206.21880, 29.77098, 0.061887 
IC 4323, 206.27846, -28.65110, 0.008202 
IC 0933, 206.31730, 23.21898, 0.030590 
IC 0920, 206.35276, -12.57411, 0.026782 
IC 4324, 206.36384, -30.22722, 0.017172 
IC 0924, 206.40690, -12.45560, 0.028320 
IC 0927, 206.46837, -12.46448, 0.027369 
NGC 5293, 206.71961, 16.27289, 0.019308 
WISEA J134712.70-302724.4, 206.80292, -30.45680, 0.013636 
IC 4330, 206.81185, -28.33175, 0.037963 
NGC 5291SW, 206.82294, -30.47213, 0.015637 
NGC 5291N, 206.83508, -30.34762, 0.014510 
NGC 5291S, 206.84532, -30.45830, 0.015540 
ABELL 3574:KYDISC 00009, 206.84700, -30.41761, 0.014377 
NGC 5291, 206.85212, -30.40711, 0.014602 
IC 4325, 206.91543, -29.43439, 0.012789 
NGC 5292, 206.91691, -30.93939, 0.014897 
IC 0939, 206.92974, 3.41150, 0.023501 
NGC 5303, 206.93747, 38.30471, 0.004733 
NGC 5303B, 206.93962, 38.25916, 0.004686 
NGC 5305, 206.98226, 37.82633, 0.018847 
IC 0940, 206.99048, 3.44963, 0.023362 
NGC 5300, 207.06685, 3.95087, 0.003906 
IC 4326, 207.08974, -29.62646, 0.015110 
IC 0941, 207.14848, 24.01508, 0.023266 
NGC 5298, 207.15211, -30.42844, 0.014510 
IC 4327, 207.18205, -30.21746, 0.017912 
NGC 5302, 207.20692, -30.51083, 0.011962 
NGC 5311, 207.23364, 39.98516, 0.008852 
IC 4328, 207.26204, -29.93706, 0.013910 
IC 4329, 207.27207, -30.29577, 0.015140 
NGC 5306, 207.29764, -7.22443, 0.024060 
IC 4329A, 207.33026, -30.30951, 0.016054 
IC 4331, 207.35251, 25.15466, 0.051157 
NGC 5313, 207.43477, 39.98478, 0.008469 
IC 4334, 207.45115, 29.69409, 0.038736 
NGC 5312, 207.46074, 33.62178, 0.014300 
IC 4332, 207.46896, 25.19091, 0.029094 
NGC 5304, 207.50627, -30.57841, 0.012402 
NGC 5309, 207.54495, -15.61849, 0.039467 
IC 0943, 207.63381, 3.19425, 0.032429 
NGC 5318 NED03, 207.64164, 33.73576, 0.042634 
NGC 5318 NED01, 207.65005, 33.70489, 0.014338 
NGC 5319, 207.66939, 33.76156, 0.050411 
IC 4336, 207.68075, 39.70682, 0.008475 
NGC 5321, 207.68207, 33.63262, 0.015434 
NGC 5326, 207.71128, 39.57488, 0.008406 
NGC 5325, 207.72596, 38.27485, 0.011337 
LCRS B134846.8-054924, 207.84820, -6.07067, 0.010100 
IC 0944, 207.87861, 14.09213, 0.023339 
WISEA J135152.10-282732.9, 207.96711, -28.45916, 0.037336 
NGC 5327, 208.01751, -2.20654, 0.014553 
NGC 5324, 208.02456, -6.05814, 0.010147 
NGC 5332, 208.03302, 16.96976, 0.022398 
IC 0946, 208.03484, 14.11623, 0.022796 
NGC 5324:[ZSF97] a, 208.03711, -6.07009, 0.010800 
NGC 5329, 208.04204, 2.32512, 0.023713 
NGC 5331 NED01, 208.06737, 2.10033, 0.032799 
NGC 5331, 208.06792, 2.10303, 0.033043 
NGC 5331N, 208.06843, 2.10865, 0.033056 
IC 0949, 208.06980, 22.52154, 0.027807 
IC 4337, 208.08036, 14.27195, 0.024166 
NGC 5337, 208.09603, 39.68737, 0.007085 
IC 0950 NED01, 208.10688, 14.48874, 0.041452 
IC 0950, 208.10917, 14.48972, 0.040605 
IC 0950 NED02, 208.11128, 14.49087, 0.040626 
IC 0948, 208.11133, 14.09129, 0.022990 
NGC 5341, 208.13308, 37.81759, 0.012172 
IC 0947, 208.14961, 0.81846, 0.014820 
WISEA J135238.38-283045.9, 208.15993, -28.51277, 0.018186 
WISEA J135248.42-282958.0, 208.20176, -28.49946, 0.015117 
NGC 5328, 208.22222, -28.48937, 0.015811 
WISEA J135253.92-283142.2, 208.22467, -28.52840, 0.017189 
NGC 5334, 208.22700, -1.11445, 0.004623 
WISEA J135255.54-283400.6, 208.23144, -28.56685, 0.049431 
NGC 5335, 208.23566, 2.81425, 0.015451 
NGC 5330, 208.24667, -28.47072, 0.015888 
WISEA J135300.13-282707.0, 208.25057, -28.45196, 0.016835 
NGC 5346, 208.25797, 39.58078, 0.008344 
NGC 5349, 208.30481, 37.88311, 0.019140 
ESO 445- G 070, 208.31255, -28.42766, 0.014767 
NGC 5347, 208.32431, 33.49083, 0.007899 
NGC 5338, 208.36074, 5.20768, 0.002701 
NGC 5351, 208.36543, 37.91498, 0.012042 
IC 4340, 208.38980, 37.38701, 0.024911 
IC 4341, 208.39286, 37.52208, 0.007819 
NGC 5352, 208.41019, 36.13406, 0.026538 
IC 0952, 208.42478, 3.37754, 0.015612 
NGC 5339, 208.50115, -7.93061, 0.009143 
NGC 5348, 208.54688, 5.22736, 0.004846 
NGC 5343, 208.54886, -7.58811, 0.008806 
NGC 5345, 208.55933, -1.43645, 0.024193 
IC 4342, 208.59217, 25.15319, 0.029068 
NGC 5333, 208.60091, -48.51245, 0.009180 
NGC 5361, 208.64675, 38.44949, 0.018843 
IC 0956 NED02, 208.66894, 20.71705, 0.054805 
ESO 445- G 076, 208.73071, -29.13778, 0.009038 
IC 4343, 208.73245, 25.12264, 0.029113 
NGC 5356, 208.74322, 5.33365, 0.004572 
IC 4344, 208.80236, 25.02143, 0.031028 
IC 4345, 208.80581, 25.05179, 0.031067 
NGC 5360, 208.91156, 4.98510, 0.003934 
IC 4346, 208.91908, 25.15308, 0.029887 
IC 4348, 208.93786, 25.20314, 0.036785 
IC 4349, 208.94324, 25.15193, 0.030962 
IC 0961, 208.94500, 25.84040, 0.060449 
IC 0960A, 208.99615, 17.49933, 0.021985 
NGC 5357, 208.99809, -30.34150, 0.016238 
IC 0960, 208.99822, 17.50584, 0.009191 
IC 0960B, 209.00053, 17.51152, 0.021694 
IC 0959, 209.01415, 13.50586, 0.022893 
NGC 5363, 209.03004, 5.25478, 0.003799 
NGC 5364, 209.04998, 5.01485, 0.004228 
NGC 5366, 209.10371, -0.24751, 0.029687 
NGC 5369, 209.15682, -5.46985, 0.010214 
NGC 5365A, 209.16451, -44.00944, 0.009206 
NGC 5378, 209.21265, 37.79727, 0.009957 
NGC 5375, 209.23336, 29.16432, 0.007954 
NGC 5380, 209.23625, 37.61038, 0.010584 
NGC 5373, 209.28110, 5.25190, 0.039676 
IC 0962, 209.30499, 12.02131, 0.020737 
IC 4350, 209.30805, -25.24576, 0.020681 
IC 0963, 209.35433, 17.40774, 0.021765 
WISEA J135728.10-291542.8, 209.36709, -29.26191, 0.008803 
IC 4351a, 209.36962, -29.39836, 0.008920 
WISEA J135729.48+290332.7, 209.37284, 29.05911, 0.007532 
NGC 5374, 209.37352, 6.09704, 0.014483 
IC 0964, 209.42220, 17.50865, 0.022176 
IC 0965, 209.44791, 17.51052, 0.021812 
NGC 5365, 209.46107, -43.93117, 0.008229 
IC 4351, 209.47583, -29.31563, 0.008919 
IC 4355, 209.52550, 28.42255, 0.026876 
NGC 5384, 209.55359, 6.51812, 0.016992 
IC 0966, 209.55833, 5.40834, 0.014264 
NGC 5382, 209.56206, 6.25870, 0.014486 
NGC 5386, 209.59304, 6.33920, 0.014301 
IC 0967, 209.59571, 14.45725, 0.012765 
NGC 5387, 209.60327, 6.07153, 0.017463 
IC 4352, 209.60459, -34.51728, 0.016915 
IC 4354, 209.62851, -12.60528, 0.038570 
NGC 5394, 209.64015, 37.45353, 0.011508 
NGC 5395, 209.65819, 37.42460, 0.011711 
NGC 5365B, 209.66497, -43.96373, 0.008239 
IC 4356, 209.68796, 37.49068, 0.050194 
NGC 5392, 209.85332, -3.20910, 0.024477 
NGC 5399, 209.88100, 34.77344, 0.012202 
NGC 5401, 209.93099, 36.23818, 0.012247 
NGC 5403, 209.96231, 38.18250, 0.009145 
NGC 5406, 210.08390, 38.91546, 0.017969 
NGC 5393, 210.13360, -28.87454, 0.019947 
IC 0968 NED01, 210.15252, -2.90907, 0.024036 
NGC 5400, 210.15500, -2.85780, 0.024837 
IC 0968, 210.15508, -2.90758, 0.024037 
IC 0968 NED02, 210.15818, -2.90628, 0.025287 
IC 4357, 210.18205, 31.89382, 0.014635 
NGC 5407, 210.20874, 39.15618, 0.018000 
NGC 5405, 210.28946, 7.70222, 0.023015 
NGC 5397, 210.29367, -33.94578, 0.013880 
NGC 5398, 210.33983, -33.06378, 0.004066 
NGC 5421 NED01, 210.42245, 33.82681, 0.026397 
NGC 5421, 210.42313, 33.82521, 0.026315 
NGC 5421 NED02, 210.42547, 33.82155, 0.025451 
NGC 5409, 210.44199, 9.49031, 0.020788 
IC 0969, 210.44253, -4.18029, 0.025995 
NGC 5411, 210.49686, 8.93773, 0.019713 
NGC 5414, 210.51468, 9.92940, 0.014127 
NGC 5416, 210.54715, 9.44010, 0.020811 
NGC 5417, 210.55432, 8.03708, 0.016232 
NGC 5418, 210.57328, 7.68412, 0.015179 
CGCG 191-037, 210.58568, 32.44815, 0.014454 
IC 0970, 210.64253, 14.55256, 0.013460 
NGC 5433, 210.65022, 32.51047, 0.014502 
WISEA J140238.96+322750.0, 210.66234, 32.46392, 0.014707 
NGC 5423, 210.70262, 9.34139, 0.019714 
NGC 5424, 210.73208, 9.42070, 0.019850 
NGC 5440, 210.75433, 34.75787, 0.012305 
NGC 5431, 210.77975, 9.36308, 0.020008 
NGC 5441, 210.80000, 34.68453, 0.044186 
NGC 5408, 210.83712, -41.37769, 0.001688 
SSTSL2 J140322.46-060043.9, 210.84360, -6.01222, 0.008980 
NGC 5434, 210.84652, 9.44801, 0.015474 
NGC 5444, 210.85056, 35.13208, 0.013169 
NGC 5426, 210.85349, -6.06885, 0.008619 
WISEA J140325.64-335746.2, 210.85686, -33.96284, 0.013649 
NGC 5427, 210.85852, -6.03066, 0.008733 
NGC 5434B, 210.86285, 9.46711, 0.018816 
NGC 5445, 210.88126, 35.02532, 0.012957 
IC 4358, 210.89194, -10.15105, 0.011048 
NGC 5419, 210.91140, -33.97828, 0.013763 
NGC 5436, 210.92126, 9.57350, 0.022385 
NGC 5437, 210.94730, 9.52370, 0.023432 
NGC 5438, 210.95005, 9.61058, 0.023166 
IC 0971, 210.97002, -10.14079, 0.011074 
NGC 5420, 210.99961, -14.61679, 0.016298 
IC 4369, 211.02447, 33.32066, 0.063457 
IC 4361, 211.03119, -9.76887, 0.020280 
IC 4370, 211.04117, 33.34605, 0.027479 
IC 4371, 211.04533, 33.30781, 0.027051 
IC 4363, 211.05119, -9.64176, 0.002829 
IC 4364, 211.08212, -9.99328, 0.032259 
IC 4360, 211.08897, -11.42468, 0.037676 
NGC 5442, 211.17999, -9.71337, 0.028630 
NGC 5454, 211.19047, 14.38207, 0.025361 
IC 4368, 211.19347, -9.96220, 0.036655 
NGC 5456, 211.24535, 11.87163, 0.023770 
NGC 5459, 211.25081, 13.13192, 0.017324 
IC 4366, 211.29796, -33.76007, 0.015414 
IC 4333, 211.33697, -84.27261, 0.009060 
IC 4362, 211.34276, -41.81911, 0.005981 
IC 4359, 211.34719, -45.26968, 0.013813 
IC 4367, 211.40242, -39.20335, 0.013643 
IC 4373, 211.42986, 25.23137, 0.029740 
IC 4372, 211.44224, -10.90010, 0.036695 
NGC 5463, 211.54397, 9.35343, 0.023649 
NGC 5463B, 211.55220, 9.36152, 0.024571 
NGC 5470, 211.63297, 6.02969, 0.003388 
NGC 5468, 211.64549, -5.45307, 0.009480 
NGC 5472, 211.72918, -5.46043, 0.009707 
NGC 5464, 211.76817, -30.01708, 0.008970 
IC 0975, 211.78685, 15.31811, 0.059752 
IC 4374, 211.87401, -27.01786, 0.021798 
NGC 5488, 212.01294, -33.31493, 0.014543 
NGC 5478, 212.03544, -1.70230, 0.025053 
NGC 5476, 212.03560, -6.09217, 0.008869 
NGC 5482, 212.12791, 8.93191, 0.023710 
IC 0977, 212.17532, -3.00243, 0.029193 
IC 0976, 212.18040, -1.16163, 0.005102 
IC 0978, 212.24220, -2.97392, 0.005477 
IC 0979, 212.38485, 14.83192, 0.025775 
NGC 5487, 212.43294, 8.06910, 0.024262 
NGC 5490, 212.48908, 17.54558, 0.016137 
IC 0982, 212.49626, 17.69611, 0.018194 
IC 4380, 212.50888, 37.55004, 0.026245 
NGC 5490B, 212.51562, 17.55159, 0.018572 
IC 0983, 212.51824, 17.73383, 0.018156 
NGC 5490C, 212.52883, 17.61573, 0.018859 
IC 0984, 212.53244, 18.36469, 0.017014 
IC 0980, 212.59341, -7.34248, 0.022646 
NGC 5483, 212.60459, -43.32441, 0.005907 
IC 0981, 212.61715, -4.17135, 0.029087 
NGC 5497, 212.63189, 38.89356, 0.025569 
NGC 5492, 212.64684, 19.61231, 0.007533 
NGC 5499, 212.69848, 35.91352, 0.028104 
NGC 5008, 212.73849, 25.49726, 0.031015 
NGC 5491, 212.73895, 6.36486, 0.019654 
NGC 5491B, 212.74072, 6.37166, 0.019708 
IC 4382, 212.76057, 25.51947, 0.031494 
NGC 5498, 212.76886, 25.69795, 0.032060 
IC 0986, 212.85924, 1.28650, 0.024935 
NGC 5493, 212.87243, -5.04364, 0.008889 
IC 0987, 212.88293, 19.17226, 0.014189 
IC 0985, 212.88705, -3.21971, 0.029648 
NGC 5496, 212.90774, -1.15910, 0.005130 
IC 4384, 212.98341, 27.11393, 0.034901 
NGC 5489, 213.00301, -46.08877, 0.009907 
IC 4378, 213.03955, -34.26534, 0.013559 
NGC 5504B, 213.05295, 15.86894, 0.017447 
NGC 5504C, 213.06466, 15.87940, 0.017509 
NGC 5504, 213.06585, 15.84186, 0.017492 
NGC 5501, 213.08411, 1.27257, 0.025172 
NGC 5495, 213.09730, -27.10827, 0.022472 
NGC 5494, 213.10065, -30.64427, 0.008686 
NGC 5508, 213.12102, 24.63552, 0.038019 
NGC 5469, 213.12459, 8.64792, 0.023962 
NGC 5505, 213.13213, 13.30477, 0.014220 
NGC 5515, 213.15896, 39.31018, 0.025830 
NGC 5509, 213.16491, 20.38700, 0.028598 
NGC 5512, 213.17142, 30.85507, 0.014455 
NGC 5517, 213.21354, 35.71088, 0.027821 
NGC 5511, 213.27261, 8.63184, 0.024390 
NGC 5513, 213.28598, 20.41628, 0.016724 
NGC 5506, 213.31198, -3.20769, 0.006084 
NGC 5507, 213.33273, -3.14885, 0.006174 
NGC 5510, 213.40519, -17.98364, 0.004797 
NGC 5514 NED01, 213.40747, 7.66000, 0.024620 
NGC 5514, 213.41264, 7.65946, 0.024350 
NGC 5514 NED02, 213.41375, 7.65845, 0.025194 
NGC 5518, 213.44869, 20.84830, 0.015828 
NGC 5519, 213.58697, 7.51599, 0.024844 
NGC 5527, 213.61344, 36.40449, 0.027405 
IC 0988, 213.63366, 3.19028, 0.026857 
NGC 5522, 213.70994, 15.14675, 0.015274 
IC 0989, 213.71396, 3.13089, 0.025274 
NGC 5523, 213.71814, 25.31769, 0.003482 
IC 4386, 213.76013, -43.96137, 0.006261 
NGC 5521, 213.84902, 4.40869, 0.019279 
NGC 5529, 213.89198, 36.22658, 0.009591 
WISEA J141535.70+361202.6, 213.89839, 36.20025, 0.009877 
NGC 5525, 213.91353, 14.28258, 0.018443 
IC 0990, 213.95499, 39.79795, 0.025576 
NGC 5516, 213.97792, -48.11479, 0.013753 
IC 4388, 214.01460, -31.75254, 0.013447 
NGC 5533, 214.03227, 35.34387, 0.012866 
NGC 5528, 214.08302, 8.29350, 0.024355 
NGC 5536, 214.09948, 39.50226, 0.019489 
IC 4391, 214.11272, -31.68509, 0.009598 
NGC 5541, 214.13227, 39.58923, 0.025612 
NGC 5531 NED01, 214.18008, 10.88539, 0.025900 
NGC 5531, 214.18041, 10.88478, 0.025908 
IC 4389, 214.19253, -40.55258, 0.034894 
NGC 5532, 214.22065, 10.80738, 0.024710 
UGC 09137 NED02, 214.22266, 10.79837, 0.023000 
IC 4377, 214.24516, -75.64728, 0.008721 
IC 4390, 214.24660, -44.97723, 0.007005 
NGC 5544, 214.26068, 36.57155, 0.010153 
NGC 5545, 214.27159, 36.57521, 0.010244 
IC 4395, 214.33771, 26.85752, 0.036552 
IC 4396, 214.37601, 28.79995, 0.034881 
NGC 5535, 214.38029, 8.20842, 0.056804 
2MASX J14173385+2506515, 214.39143, 25.11456, 0.017171 
NGC 5537, 214.40459, 7.05492, 0.028821 
NGC 5539, 214.40747, 8.17967, 0.058518 
NGC 5534, 214.41780, -7.41738, 0.008786 
NGC 5538, 214.42710, 7.47668, 0.023435 
IC 0991, 214.45227, -13.87306, 0.015494 
IC 4393, 214.45433, -31.34896, 0.009190 
NGC 5542, 214.47167, 7.55878, 0.025788 
IC 4397, 214.49463, 26.41275, 0.014744 
NGC 5548, 214.49811, 25.13685, 0.017175 
IC 4398, 214.51433, 28.86636, 0.042296 
NGC 5543, 214.51697, 7.65485, 0.023891 
NGC 5546, 214.53843, 7.56457, 0.024607 
IC 0992, 214.56208, 0.89111, 0.025995 
IC 4403, 214.57024, 31.65379, 0.014245 
IC 0993, 214.57762, 11.21636, 0.025234 
IC 0994, 214.59426, 11.19516, 0.024433 
IC 4399, 214.59984, 26.38587, 0.036258 
NGC 5557, 214.60727, 36.49357, 0.010737 
NGC 5530, 214.61375, -43.38944, 0.003979 
NGC 5550, 214.61666, 12.88307, 0.024884 
NGC 5553, 214.62393, 26.28787, 0.014993 
NGC 5549, 214.66172, 7.37732, 0.025593 
NGC 5555, 214.70045, -19.13892, 0.036515 
NGC 5551, 214.72853, 5.45153, 0.025011 
SDSS J141855.89+362854.5, 214.73291, 36.48181, 0.011034 
NGC 5552, 214.76606, 7.03173, 0.025298 
NGC 5559, 214.80339, 24.79866, 0.017175 
NGC 5554, 214.81251, 7.02116, 0.025092 
IC 4405, 214.81913, 26.29859, 0.036758 
WISEA J141917.22+350915.2, 214.82179, 35.15424, 0.027776 
WISEA J141917.47+350753.8, 214.82282, 35.13162, 0.028354 
NGC 5567, 214.82350, 35.13794, 0.028450 
NGC 5568, 214.83883, 35.09219, 0.028270 
GALEXASC J141924.45+363005.5, 214.85208, 36.50139, 0.010661 
IC 4401, 214.85447, -4.48916, 0.023410 
IC 0999, 214.88617, 17.87530, 0.019067 
NGC 5572, 214.89708, 36.14067, 0.024804 
IC 1000, 214.91797, 17.85468, 0.018782 
NGC 5557:[DPM2014] E3, 214.99208, 36.53139, 0.010557 
IC 0997, 214.99691, -4.45128, 0.023116 
NGC 5560, 215.01882, 3.99272, 0.005767 
NGC 5562, 215.04610, 10.26295, 0.030496 
NGC 5563, 215.05451, 7.05547, 0.023192 
IC 0998, 215.08040, -4.41640, 0.022973 
NGC 5566, 215.08284, 3.93379, 0.005027 
NGC 5579, 215.11049, 35.18871, 0.012045 
NGC 5569, 215.13369, 3.98322, 0.005911 
NGC 5556, 215.14208, -29.24159, 0.004617 
IC 1001, 215.16511, 5.42747, 0.027369 
NGC 5573, 215.17297, 6.90741, 0.024666 
MAPS-NGP O_382_0072956, 215.17504, 25.14597, 0.077123 
IC 1002, 215.17617, 5.48567, 0.027199 
NGC 5582, 215.17965, 39.69361, 0.004770 
IC 1004 NED01, 215.20589, 17.66605, 0.051010 
IC 1004 NED02, 215.20717, 17.66281, 0.051268 
NGC 5574, 215.23317, 3.23804, 0.005280 
NGC 5575, 215.24754, 6.20266, 0.025241 
IC 1004, 215.25954, 17.70058, 0.051259 
NGC 5576, 215.26529, 3.27096, 0.005023 
SDSS J142105.14+031615.5, 215.27146, 3.27096, 0.004935 
IC 4402, 215.30439, -46.29779, 0.005515 
IC 4408, 215.30444, 29.99364, 0.030214 
NGC 5577, 215.30475, 3.43592, 0.004967 
NGC 5581, 215.31795, 23.47999, 0.015372 
ESO 446- G 053, 215.32136, -29.26385, 0.004607 
NGC 5588, 215.35464, 35.27069, 0.011363 
IC 1003, 215.37396, 5.07322, 0.027071 
IC 4409, 215.38889, 31.58547, 0.034374 
NGC 5580, 215.41002, 35.20487, 0.010701 
NGC 5583, 215.41875, 13.23238, 0.016738 
NGC 5587, 215.54465, 13.91807, 0.007644 
IC 4410, 215.55798, 17.39738, 0.053096 
NGC 5584, 215.59900, -0.38767, 0.005464 
NGC 5596, 215.61975, 37.12221, 0.010604 
NGC 5591, 215.63875, 13.71722, 0.025591 
NGC 5591 NED01, 215.63884, 13.71711, 0.025483 
NGC 5591 NED02, 215.64492, 13.71746, 0.025526 
IC 4413, 215.73889, 37.52743, 0.032175 
IC 1006, 215.74627, 23.79435, 0.017122 
NGC 5594, 215.79296, 26.26582, 0.037473 
IC 4407, 215.90358, -5.98322, 0.009073 
IC 1008 NED01, 215.92603, 28.34609, 0.030610 
IC 1008, 215.92810, 28.34752, 0.030034 
IC 1008 NED02, 215.92951, 28.34756, 0.029237 
NGC 5600, 215.95628, 14.63878, 0.007735 
NGC 5599, 215.96095, 6.57611, 0.024083 
NGC 5592, 215.97948, -28.68784, 0.014483 
NGC 5611, 216.01991, 33.04742, 0.006565 
NGC 5613, 216.02485, 34.89211, 0.028300 
NGC 5615, 216.02719, 34.86486, 0.013033 
NGC 5614, 216.03162, 34.85884, 0.012979 
NGC 5595, 216.05501, -16.72300, 0.009043 
IC 4416, 216.07260, 29.63572, 0.053877 
NGC 5616, 216.08646, 36.46153, 0.028103 
NGC 5610, 216.09551, 24.61419, 0.016910 
IC 4415, 216.11138, 16.63953, 0.055257 
NGC 5597, 216.11421, -16.76294, 0.009030 
IC 1007, 216.15243, 4.55922, 0.025984 
NGC 5604, 216.17829, -3.21218, 0.009160 
IC 4417, 216.22374, 17.03793, 0.053418 
NGC 5605, 216.28141, -13.16300, 0.011294 
IC 4418, 216.36353, 25.52627, 0.036722 
IC 4420, 216.41425, 25.37857, 0.016647 
IC 4419, 216.47785, 16.63252, 0.053799 
IC 4422, 216.49634, 30.47374, 0.030041 
IC 1009, 216.57333, 12.35298, 0.025910 
IC 4423, 216.57385, 26.24619, 0.030254 
IC 4425, 216.68415, 27.18953, 0.030103 
IC 4427, 216.74819, 26.86394, 0.030275 
NGC 5625, 216.75658, 39.95698, 0.025511 
NGC 5625 NED02, 216.75959, 39.95733, 0.025300 
NGC 5623, 216.78618, 33.25257, 0.011554 
IC 1012, 216.78959, 30.94825, 0.013666 
NGC 5618, 216.79918, -2.26237, 0.023863 
IC 4426, 216.82124, 16.83096, 0.051499 
NGC 5619, 216.82598, 4.80285, 0.027879 
IC 1010, 216.83484, 1.02610, 0.025656 
IC 4435, 216.85102, 37.47144, 0.032354 
IC 4428, 216.85644, 16.19088, 0.053279 
NGC 5619C, 216.87341, 4.77975, 0.027530 
NGC 5619B, 216.88492, 4.82173, 0.026851 
IC 4429, 216.90569, 16.89986, 0.050379 
IC 4433, 216.97229, 16.19556, 0.053470 
IC 4434, 216.97808, 16.20725, 0.052763 
IC 4436, 216.99246, 26.50449, 0.032245 
IC 1013, 216.99524, 25.86641, 0.015311 
WISEA J142759.95+271419.5, 216.99983, 27.23876, 0.013597 
IC 1011, 217.01885, 1.00630, 0.025669 
IC 1017, 217.03012, 25.86879, 0.014580 
IC 1018, 217.05333, 25.83055, 0.013181 
IC 1019, 217.05622, 25.94743, 0.013413 
NGC 5629, 217.06823, 25.84879, 0.014819 
IC 1014, 217.07677, 13.78023, 0.004295 
IC 1015 NED01, 217.07877, 15.41650, 0.055851 
IC 1015, 217.07980, 15.42011, 0.055400 
